ID,Title
hsa-miR-3609,miRTarBase_hsa-miR-3609
mmu-miR-466j,miRTarBase_mmu-miR-466j
hsa-miR-874-5p,miRTarBase_hsa-miR-874-5p
hsa-miR-614,miRTarBase_hsa-miR-614
hsa-miR-4530,miRTarBase_hsa-miR-4530
hsa-miR-508-5p,miRTarBase_hsa-miR-508-5p
mmu-miR-362-5p,miRTarBase_mmu-miR-362-5p
mmu-miR-3102-3p,miRTarBase_mmu-miR-3102-3p
hsa-miR-548au-5p,miRTarBase_hsa-miR-548au-5p
hsa-miR-370-3p,miRTarBase_hsa-miR-370-3p
hsa-miR-632,miRTarBase_hsa-miR-632
hsa-miR-329-3p,miRTarBase_hsa-miR-329-3p
hsa-miR-642a-5p,miRTarBase_hsa-miR-642a-5p
hsa-miR-6883-3p,miRTarBase_hsa-miR-6883-3p
hsa-miR-5094,miRTarBase_hsa-miR-5094
hsa-miR-4461,miRTarBase_hsa-miR-4461
hsa-miR-4737,miRTarBase_hsa-miR-4737
hsa-miR-4697-5p,miRTarBase_hsa-miR-4697-5p
hsa-miR-323a-5p,miRTarBase_hsa-miR-323a-5p
hsa-miR-4448,miRTarBase_hsa-miR-4448
mmu-miR-383-5p,miRTarBase_mmu-miR-383-5p
mmu-miR-141-3p,miRTarBase_mmu-miR-141-3p
hsa-miR-6507-5p,miRTarBase_hsa-miR-6507-5p
hsa-miR-548ai,miRTarBase_hsa-miR-548ai
hsa-miR-664b-5p,miRTarBase_hsa-miR-664b-5p
mmu-miR-582-3p,miRTarBase_mmu-miR-582-3p
mmu-miR-5114,miRTarBase_mmu-miR-5114
hsa-miR-28-3p,miRTarBase_hsa-miR-28-3p
mmu-miR-202-3p,miRTarBase_mmu-miR-202-3p
mmu-miR-679-5p,miRTarBase_mmu-miR-679-5p
hsa-miR-125b-2-3p,miRTarBase_hsa-miR-125b-2-3p
hsa-miR-6806-5p,miRTarBase_hsa-miR-6806-5p
hsa-miR-337-3p,miRTarBase_hsa-miR-337-3p
hsa-miR-6804-5p,miRTarBase_hsa-miR-6804-5p
hsa-miR-5685,miRTarBase_hsa-miR-5685
hsa-miR-1276,miRTarBase_hsa-miR-1276
hsa-miR-3616-5p,miRTarBase_hsa-miR-3616-5p
hsa-miR-6783-5p,miRTarBase_hsa-miR-6783-5p
hsa-miR-3922-3p,miRTarBase_hsa-miR-3922-3p
hsa-miR-361-3p,miRTarBase_hsa-miR-361-3p
hsa-miR-6816-5p,miRTarBase_hsa-miR-6816-5p
mmu-miR-466a-3p,miRTarBase_mmu-miR-466a-3p
hsa-miR-6771-3p,miRTarBase_hsa-miR-6771-3p
hsa-miR-516b-5p,miRTarBase_hsa-miR-516b-5p
hsa-miR-7157-3p,miRTarBase_hsa-miR-7157-3p
hsa-miR-4711-3p,miRTarBase_hsa-miR-4711-3p
hsa-miR-4697-3p,miRTarBase_hsa-miR-4697-3p
hsa-miR-383-3p,miRTarBase_hsa-miR-383-3p
mmu-miR-25-3p,miRTarBase_mmu-miR-25-3p
hsa-miR-181d-5p,miRTarBase_hsa-miR-181d-5p
hsa-miR-509-5p,miRTarBase_hsa-miR-509-5p
mmu-miR-3963,miRTarBase_mmu-miR-3963
hsa-miR-4490,miRTarBase_hsa-miR-4490
hsa-miR-223-3p,miRTarBase_hsa-miR-223-3p
hsa-miR-6853-3p,miRTarBase_hsa-miR-6853-3p
hsa-miR-6893-5p,miRTarBase_hsa-miR-6893-5p
hsa-miR-7704,miRTarBase_hsa-miR-7704
hsa-miR-4655-5p,miRTarBase_hsa-miR-4655-5p
mmu-miR-367-3p,miRTarBase_mmu-miR-367-3p
mmu-miR-880-3p,miRTarBase_mmu-miR-880-3p
mmu-miR-3970,miRTarBase_mmu-miR-3970
mmu-miR-761,miRTarBase_mmu-miR-761
hsa-miR-1263,miRTarBase_hsa-miR-1263
hsa-miR-4761-3p,miRTarBase_hsa-miR-4761-3p
hsa-let-7i-5p,miRTarBase_hsa-let-7i-5p
hsa-miR-4720-3p,miRTarBase_hsa-miR-4720-3p
hsa-miR-3152-3p,miRTarBase_hsa-miR-3152-3p
hsa-miR-8072,miRTarBase_hsa-miR-8072
hsa-miR-6080,miRTarBase_hsa-miR-6080
hsa-miR-543,miRTarBase_hsa-miR-543
hsa-miR-7845-5p,miRTarBase_hsa-miR-7845-5p
hsa-miR-3163,miRTarBase_hsa-miR-3163
hsa-miR-769-5p,miRTarBase_hsa-miR-769-5p
hsa-miR-30d-5p,miRTarBase_hsa-miR-30d-5p
hsa-miR-499b-3p,miRTarBase_hsa-miR-499b-3p
hsa-miR-5692b,miRTarBase_hsa-miR-5692b
hsa-miR-4511,miRTarBase_hsa-miR-4511
hsa-miR-4283,miRTarBase_hsa-miR-4283
mmu-miR-669o-3p,miRTarBase_mmu-miR-669o-3p
mmu-miR-1894-3p,miRTarBase_mmu-miR-1894-3p
mmu-miR-190b-5p,miRTarBase_mmu-miR-190b-5p
hsa-miR-1251-3p,miRTarBase_hsa-miR-1251-3p
hsa-miR-323b-3p,miRTarBase_hsa-miR-323b-3p
hsa-miR-367-3p,miRTarBase_hsa-miR-367-3p
hsa-miR-124-3p,miRTarBase_hsa-miR-124-3p
hsa-miR-4503,miRTarBase_hsa-miR-4503
hsa-miR-6744-5p,miRTarBase_hsa-miR-6744-5p
hsa-miR-375,miRTarBase_hsa-miR-375
hsa-miR-4311,miRTarBase_hsa-miR-4311
hsa-miR-4440,miRTarBase_hsa-miR-4440
hsa-miR-10a-3p,miRTarBase_hsa-miR-10a-3p
hsa-miR-26a-2-3p,miRTarBase_hsa-miR-26a-2-3p
hsa-miR-4748,miRTarBase_hsa-miR-4748
hsa-miR-548ay-3p,miRTarBase_hsa-miR-548ay-3p
hsa-miR-3200-3p,miRTarBase_hsa-miR-3200-3p
mmu-miR-205-5p,miRTarBase_mmu-miR-205-5p
hsa-miR-331-3p,miRTarBase_hsa-miR-331-3p
hsa-miR-21-5p,miRTarBase_hsa-miR-21-5p
hsa-miR-3678-3p,miRTarBase_hsa-miR-3678-3p
hsa-miR-150-5p,miRTarBase_hsa-miR-150-5p
hsa-miR-106b-3p,miRTarBase_hsa-miR-106b-3p
hsa-miR-4723-5p,miRTarBase_hsa-miR-4723-5p
hsa-miR-4268,miRTarBase_hsa-miR-4268
mmu-miR-409-3p,miRTarBase_mmu-miR-409-3p
hsa-miR-449c-5p,miRTarBase_hsa-miR-449c-5p
hsa-miR-7705,miRTarBase_hsa-miR-7705
hsa-miR-1915-3p,miRTarBase_hsa-miR-1915-3p
hsa-miR-4707-3p,miRTarBase_hsa-miR-4707-3p
mmu-miR-710,miRTarBase_mmu-miR-710
hsa-miR-218-1-3p,miRTarBase_hsa-miR-218-1-3p
hsa-miR-92a-2-5p,miRTarBase_hsa-miR-92a-2-5p
hsa-miR-544a,miRTarBase_hsa-miR-544a
hsa-miR-3977,miRTarBase_hsa-miR-3977
hsa-miR-616-3p,miRTarBase_hsa-miR-616-3p
hsa-miR-520g-5p,miRTarBase_hsa-miR-520g-5p
hsa-miR-379-5p,miRTarBase_hsa-miR-379-5p
mmu-miR-3099-3p,miRTarBase_mmu-miR-3099-3p
mmu-miR-878-5p,miRTarBase_mmu-miR-878-5p
hsa-miR-3914,miRTarBase_hsa-miR-3914
hsa-miR-34b-3p,miRTarBase_hsa-miR-34b-3p
hsa-miR-548am-3p,miRTarBase_hsa-miR-548am-3p
hsa-miR-3689d,miRTarBase_hsa-miR-3689d
mmu-miR-3089-5p,miRTarBase_mmu-miR-3089-5p
hsa-miR-325,miRTarBase_hsa-miR-325
hsa-miR-4492,miRTarBase_hsa-miR-4492
hsa-miR-942-5p,miRTarBase_hsa-miR-942-5p
hsa-miR-542-5p,miRTarBase_hsa-miR-542-5p
hsa-miR-18b-3p,miRTarBase_hsa-miR-18b-3p
mmu-miR-5097,miRTarBase_mmu-miR-5097
mmu-miR-3064-5p,miRTarBase_mmu-miR-3064-5p
hsa-miR-3074-3p,miRTarBase_hsa-miR-3074-3p
hsa-miR-4698,miRTarBase_hsa-miR-4698
hsa-miR-3622a-5p,miRTarBase_hsa-miR-3622a-5p
mmu-miR-455-3p,miRTarBase_mmu-miR-455-3p
hsa-miR-3116,miRTarBase_hsa-miR-3116
hsa-miR-3617-5p,miRTarBase_hsa-miR-3617-5p
hsa-miR-654-5p,miRTarBase_hsa-miR-654-5p
hsa-miR-5582-3p,miRTarBase_hsa-miR-5582-3p
hsa-miR-495-3p,miRTarBase_hsa-miR-495-3p
hsa-miR-4704-3p,miRTarBase_hsa-miR-4704-3p
hsa-miR-548m,miRTarBase_hsa-miR-548m
mmu-miR-7a-1-3p,miRTarBase_mmu-miR-7a-1-3p
hsa-miR-548ad-5p,miRTarBase_hsa-miR-548ad-5p
hsa-miR-5700,miRTarBase_hsa-miR-5700
hsa-miR-4725-5p,miRTarBase_hsa-miR-4725-5p
hsa-miR-5703,miRTarBase_hsa-miR-5703
hsa-miR-508-3p,miRTarBase_hsa-miR-508-3p
hsa-miR-15a-5p,miRTarBase_hsa-miR-15a-5p
hsa-let-7c-3p,miRTarBase_hsa-let-7c-3p
hsa-miR-4681,miRTarBase_hsa-miR-4681
hsa-miR-6086,miRTarBase_hsa-miR-6086
hsa-miR-3171,miRTarBase_hsa-miR-3171
hsa-miR-3194-5p,miRTarBase_hsa-miR-3194-5p
hsa-miR-5006-3p,miRTarBase_hsa-miR-5006-3p
hsa-miR-4713-3p,miRTarBase_hsa-miR-4713-3p
hsa-miR-6744-3p,miRTarBase_hsa-miR-6744-3p
hsa-miR-106a-3p,miRTarBase_hsa-miR-106a-3p
mmu-miR-667-3p,miRTarBase_mmu-miR-667-3p
hsa-miR-6499-3p,miRTarBase_hsa-miR-6499-3p
hsa-miR-511-3p,miRTarBase_hsa-miR-511-3p
hsa-miR-4293,miRTarBase_hsa-miR-4293
hsa-miR-3064-3p,miRTarBase_hsa-miR-3064-3p
hsa-miR-181a-2-3p,miRTarBase_hsa-miR-181a-2-3p
hsa-miR-3934-5p,miRTarBase_hsa-miR-3934-5p
mmu-miR-221-3p,miRTarBase_mmu-miR-221-3p
hsa-miR-6755-3p,miRTarBase_hsa-miR-6755-3p
hsa-miR-149-3p,miRTarBase_hsa-miR-149-3p
hsa-miR-378j,miRTarBase_hsa-miR-378j
hsa-miR-3197,miRTarBase_hsa-miR-3197
mmu-miR-470-5p,miRTarBase_mmu-miR-470-5p
hsa-miR-4694-3p,miRTarBase_hsa-miR-4694-3p
mmu-miR-1197-3p,miRTarBase_mmu-miR-1197-3p
hsa-miR-4427,miRTarBase_hsa-miR-4427
hsa-miR-146b-5p,miRTarBase_hsa-miR-146b-5p
hsa-miR-6778-3p,miRTarBase_hsa-miR-6778-3p
hsa-miR-5699-5p,miRTarBase_hsa-miR-5699-5p
mmu-miR-344d-3p,miRTarBase_mmu-miR-344d-3p
mmu-miR-669f-3p,miRTarBase_mmu-miR-669f-3p
hsa-miR-424-5p,miRTarBase_hsa-miR-424-5p
hsa-miR-3613-3p,miRTarBase_hsa-miR-3613-3p
hsa-miR-3919,miRTarBase_hsa-miR-3919
hsa-miR-4680-5p,miRTarBase_hsa-miR-4680-5p
hsa-miR-4301,miRTarBase_hsa-miR-4301
hsa-miR-6811-3p,miRTarBase_hsa-miR-6811-3p
mmu-miR-142a-5p,miRTarBase_mmu-miR-142a-5p
hsa-miR-628-5p,miRTarBase_hsa-miR-628-5p
hsa-miR-5001-5p,miRTarBase_hsa-miR-5001-5p
hsa-miR-940,miRTarBase_hsa-miR-940
hsa-miR-551b-3p,miRTarBase_hsa-miR-551b-3p
mmu-miR-21a-5p,miRTarBase_mmu-miR-21a-5p
hsa-miR-4770,miRTarBase_hsa-miR-4770
hsa-miR-7151-5p,miRTarBase_hsa-miR-7151-5p
hsa-miR-615-5p,miRTarBase_hsa-miR-615-5p
hsa-miR-6079,miRTarBase_hsa-miR-6079
hsa-miR-4447,miRTarBase_hsa-miR-4447
hsa-miR-548w,miRTarBase_hsa-miR-548w
hsa-miR-5683,miRTarBase_hsa-miR-5683
hsa-miR-502-5p,miRTarBase_hsa-miR-502-5p
hsa-miR-653-5p,miRTarBase_hsa-miR-653-5p
hsa-miR-574-5p,miRTarBase_hsa-miR-574-5p
hsa-miR-493-3p,miRTarBase_hsa-miR-493-3p
mmu-miR-30b-5p,miRTarBase_mmu-miR-30b-5p
hsa-miR-7702,miRTarBase_hsa-miR-7702
hsa-miR-6756-5p,miRTarBase_hsa-miR-6756-5p
hsa-miR-4264,miRTarBase_hsa-miR-4264
mmu-miR-466o-3p,miRTarBase_mmu-miR-466o-3p
hsa-miR-4642,miRTarBase_hsa-miR-4642
hsa-miR-6758-5p,miRTarBase_hsa-miR-6758-5p
hsa-miR-188-5p,miRTarBase_hsa-miR-188-5p
hsa-miR-631,miRTarBase_hsa-miR-631
hsa-miR-5707,miRTarBase_hsa-miR-5707
hsa-miR-378c,miRTarBase_hsa-miR-378c
hsa-miR-219a-2-3p,miRTarBase_hsa-miR-219a-2-3p
hsa-miR-145-3p,miRTarBase_hsa-miR-145-3p
hsa-miR-1228-3p,miRTarBase_hsa-miR-1228-3p
hsa-miR-548b-3p,miRTarBase_hsa-miR-548b-3p
mmu-miR-3100-5p,miRTarBase_mmu-miR-3100-5p
hsa-miR-3151-5p,miRTarBase_hsa-miR-3151-5p
mmu-miR-344f-5p,miRTarBase_mmu-miR-344f-5p
hsa-miR-6824-5p,miRTarBase_hsa-miR-6824-5p
hsa-miR-3138,miRTarBase_hsa-miR-3138
hsa-miR-6509-5p,miRTarBase_hsa-miR-6509-5p
hsa-miR-4710,miRTarBase_hsa-miR-4710
mmu-miR-3966,miRTarBase_mmu-miR-3966
hsa-miR-5706,miRTarBase_hsa-miR-5706
hsa-miR-9-3p,miRTarBase_hsa-miR-9-3p
hsa-miR-4425,miRTarBase_hsa-miR-4425
hsa-miR-6775-5p,miRTarBase_hsa-miR-6775-5p
hsa-let-7c-5p,miRTarBase_hsa-let-7c-5p
hsa-miR-4692,miRTarBase_hsa-miR-4692
hsa-miR-762,miRTarBase_hsa-miR-762
hsa-miR-3921,miRTarBase_hsa-miR-3921
hsa-miR-6500-5p,miRTarBase_hsa-miR-6500-5p
mmu-miR-466l-3p,miRTarBase_mmu-miR-466l-3p
hsa-miR-1910-3p,miRTarBase_hsa-miR-1910-3p
mmu-miR-501-3p,miRTarBase_mmu-miR-501-3p
mmu-miR-742-3p,miRTarBase_mmu-miR-742-3p
hsa-miR-106b-5p,miRTarBase_hsa-miR-106b-5p
hsa-miR-17-3p,miRTarBase_hsa-miR-17-3p
hsa-miR-455-5p,miRTarBase_hsa-miR-455-5p
hsa-miR-29b-2-5p,miRTarBase_hsa-miR-29b-2-5p
hsa-miR-4446-3p,miRTarBase_hsa-miR-4446-3p
hsa-miR-4458,miRTarBase_hsa-miR-4458
hsa-miR-3972,miRTarBase_hsa-miR-3972
hsa-miR-1228-5p,miRTarBase_hsa-miR-1228-5p
hsa-miR-6862-3p,miRTarBase_hsa-miR-6862-3p
hsa-miR-217,miRTarBase_hsa-miR-217
hsa-miR-133a-5p,miRTarBase_hsa-miR-133a-5p
hsa-miR-4535,miRTarBase_hsa-miR-4535
hsa-miR-4525,miRTarBase_hsa-miR-4525
hsa-miR-493-5p,miRTarBase_hsa-miR-493-5p
hsa-miR-765,miRTarBase_hsa-miR-765
hsa-miR-5093,miRTarBase_hsa-miR-5093
mmu-miR-466n-3p,miRTarBase_mmu-miR-466n-3p
hsa-miR-3184-3p,miRTarBase_hsa-miR-3184-3p
mmu-miR-139-5p,miRTarBase_mmu-miR-139-5p
hsa-miR-422a,miRTarBase_hsa-miR-422a
hsa-miR-20b-5p,miRTarBase_hsa-miR-20b-5p
hsa-miR-520a-3p,miRTarBase_hsa-miR-520a-3p
hsa-miR-4766-5p,miRTarBase_hsa-miR-4766-5p
hsa-miR-4269,miRTarBase_hsa-miR-4269
mmu-miR-351-5p,miRTarBase_mmu-miR-351-5p
hsa-miR-6773-3p,miRTarBase_hsa-miR-6773-3p
hsa-miR-4746-3p,miRTarBase_hsa-miR-4746-3p
hsa-miR-320c,miRTarBase_hsa-miR-320c
hsa-miR-3679-3p,miRTarBase_hsa-miR-3679-3p
hsa-miR-4750-3p,miRTarBase_hsa-miR-4750-3p
hsa-miR-4506,miRTarBase_hsa-miR-4506
mmu-miR-720,miRTarBase_mmu-miR-720
hsa-miR-1296-3p,miRTarBase_hsa-miR-1296-3p
hsa-miR-6753-3p,miRTarBase_hsa-miR-6753-3p
hsa-miR-499a-3p,miRTarBase_hsa-miR-499a-3p
hsa-miR-486-5p,miRTarBase_hsa-miR-486-5p
hsa-miR-1273g-3p,miRTarBase_hsa-miR-1273g-3p
hsa-miR-19a-3p,miRTarBase_hsa-miR-19a-3p
hsa-miR-4684-5p,miRTarBase_hsa-miR-4684-5p
hsa-miR-541-5p,miRTarBase_hsa-miR-541-5p
hsa-miR-302f,miRTarBase_hsa-miR-302f
hsa-miR-7111-3p,miRTarBase_hsa-miR-7111-3p
hsa-miR-128-1-5p,miRTarBase_hsa-miR-128-1-5p
hsa-miR-570-5p,miRTarBase_hsa-miR-570-5p
hsa-miR-431-5p,miRTarBase_hsa-miR-431-5p
hsa-miR-1-3p,miRTarBase_hsa-miR-1-3p
mmu-miR-182-5p,miRTarBase_mmu-miR-182-5p
hsa-miR-103a-2-5p,miRTarBase_hsa-miR-103a-2-5p
hsa-miR-877-5p,miRTarBase_hsa-miR-877-5p
hsa-miR-205-5p,miRTarBase_hsa-miR-205-5p
hsa-miR-1911-5p,miRTarBase_hsa-miR-1911-5p
hsa-miR-4312,miRTarBase_hsa-miR-4312
hsa-miR-548d-5p,miRTarBase_hsa-miR-548d-5p
hsa-miR-3653-5p,miRTarBase_hsa-miR-3653-5p
hsa-miR-4469,miRTarBase_hsa-miR-4469
hsa-miR-3614-5p,miRTarBase_hsa-miR-3614-5p
hsa-miR-548ah-3p,miRTarBase_hsa-miR-548ah-3p
hsa-miR-6820-3p,miRTarBase_hsa-miR-6820-3p
hsa-miR-4720-5p,miRTarBase_hsa-miR-4720-5p
hsa-miR-7843-3p,miRTarBase_hsa-miR-7843-3p
hsa-miR-6752-3p,miRTarBase_hsa-miR-6752-3p
hsa-miR-488-5p,miRTarBase_hsa-miR-488-5p
hsa-miR-1180-5p,miRTarBase_hsa-miR-1180-5p
mmu-miR-1199-5p,miRTarBase_mmu-miR-1199-5p
hsa-miR-5701,miRTarBase_hsa-miR-5701
hsa-miR-492,miRTarBase_hsa-miR-492
hsa-miR-4460,miRTarBase_hsa-miR-4460
mmu-miR-654-3p,miRTarBase_mmu-miR-654-3p
hsa-miR-7852-3p,miRTarBase_hsa-miR-7852-3p
hsa-miR-548ad-3p,miRTarBase_hsa-miR-548ad-3p
hsa-miR-29b-3p,miRTarBase_hsa-miR-29b-3p
mmu-miR-344-3p,miRTarBase_mmu-miR-344-3p
hsa-miR-4453,miRTarBase_hsa-miR-4453
hsa-miR-5004-3p,miRTarBase_hsa-miR-5004-3p
hsa-miR-1246,miRTarBase_hsa-miR-1246
hsa-miR-139-3p,miRTarBase_hsa-miR-139-3p
mmu-miR-1936,miRTarBase_mmu-miR-1936
hsa-miR-139-5p,miRTarBase_hsa-miR-139-5p
hsa-miR-6803-3p,miRTarBase_hsa-miR-6803-3p
mmu-miR-19b-3p,miRTarBase_mmu-miR-19b-3p
hsa-miR-6879-5p,miRTarBase_hsa-miR-6879-5p
hsa-miR-6841-5p,miRTarBase_hsa-miR-6841-5p
mmu-miR-760-3p,miRTarBase_mmu-miR-760-3p
hsa-let-7b-5p,miRTarBase_hsa-let-7b-5p
hsa-miR-520c-5p,miRTarBase_hsa-miR-520c-5p
mmu-miR-875-3p,miRTarBase_mmu-miR-875-3p
hsa-miR-548t-5p,miRTarBase_hsa-miR-548t-5p
