ID,Title
GATA4 mouse,GATA4 mouse (TRRUST)
GATA6 human,GATA6 human (TRRUST)
GATA6 mouse,GATA6 mouse (TRRUST)
GFI1 human,GFI1 human (TRRUST)
GFI1 mouse,GFI1 mouse (TRRUST)
GFI1B mouse,GFI1B mouse (TRRUST)
GLI1 human,GLI1 human (TRRUST)
GLI1 mouse,GLI1 mouse (TRRUST)
GLI2 human,GLI2 human (TRRUST)
GLI2 mouse,GLI2 mouse (TRRUST)
GLI3 mouse,GLI3 mouse (TRRUST)
GTF2I mouse,GTF2I mouse (TRRUST)
GTF2IRD1 mouse,GTF2IRD1 mouse (TRRUST)
HAND2 mouse,HAND2 mouse (TRRUST)
HDAC1 human,HDAC1 human (TRRUST)
HDAC1 mouse,HDAC1 mouse (TRRUST)
HDAC2 human,HDAC2 human (TRRUST)
HDAC2 mouse,HDAC2 mouse (TRRUST)
HDAC3 human,HDAC3 human (TRRUST)
HDAC3 mouse,HDAC3 mouse (TRRUST)
HDAC4 human,HDAC4 human (TRRUST)
HDAC5 human,HDAC5 human (TRRUST)
HDAC7 human,HDAC7 human (TRRUST)
HDAC9 human,HDAC9 human (TRRUST)
HDGF human,HDGF human (TRRUST)
HES1 human,HES1 human (TRRUST)
HES1 mouse,HES1 mouse (TRRUST)
HESX1 mouse,HESX1 mouse (TRRUST)
HEY1 human,HEY1 human (TRRUST)
HEY1 mouse,HEY1 mouse (TRRUST)
HIC1 human,HIC1 human (TRRUST)
HIF1A human,HIF1A human (TRRUST)
HIF1A mouse,HIF1A mouse (TRRUST)
HIPK2 human,HIPK2 human (TRRUST)
HIVEP2 human,HIVEP2 human (TRRUST)
HMGA1 human,HMGA1 human (TRRUST)
HMGA2 mouse,HMGA2 mouse (TRRUST)
HNF1A human,HNF1A human (TRRUST)
HNF1A mouse,HNF1A mouse (TRRUST)
HNF1B mouse,HNF1B mouse (TRRUST)
HNF4A human,HNF4A human (TRRUST)
HNF4A mouse,HNF4A mouse (TRRUST)
HOXA1 human,HOXA1 human (TRRUST)
HOXA10 human,HOXA10 human (TRRUST)
HOXA10 mouse,HOXA10 mouse (TRRUST)
HOXA9 human,HOXA9 human (TRRUST)
HOXA9 mouse,HOXA9 mouse (TRRUST)
HOXB7 human,HOXB7 human (TRRUST)
HOXC8 mouse,HOXC8 mouse (TRRUST)
HSF1 human,HSF1 human (TRRUST)
HSF2 human,HSF2 human (TRRUST)
ID1 mouse,ID1 mouse (TRRUST)
ID2 mouse,ID2 mouse (TRRUST)
ID3 mouse,ID3 mouse (TRRUST)
IKBKB human,IKBKB human (TRRUST)
IKBKB mouse,IKBKB mouse (TRRUST)
IKZF1 mouse,IKZF1 mouse (TRRUST)
ILF3 human,ILF3 human (TRRUST)
ING1 human,ING1 human (TRRUST)
ING4 human,ING4 human (TRRUST)
IRF1 human,IRF1 human (TRRUST)
IRF1 mouse,IRF1 mouse (TRRUST)
IRF2 human,IRF2 human (TRRUST)
IRF3 human,IRF3 human (TRRUST)
IRF3 mouse,IRF3 mouse (TRRUST)
IRF4 mouse,IRF4 mouse (TRRUST)
IRF7 human,IRF7 human (TRRUST)
IRF7 mouse,IRF7 mouse (TRRUST)
IRF8 human,IRF8 human (TRRUST)
IRF8 mouse,IRF8 mouse (TRRUST)
IRF9 human,IRF9 human (TRRUST)
ISL1 mouse,ISL1 mouse (TRRUST)
JUN human,JUN human (TRRUST)
JUN mouse,JUN mouse (TRRUST)
JUNB human,JUNB human (TRRUST)
JUNB mouse,JUNB mouse (TRRUST)
JUND human,JUND human (TRRUST)
JUND mouse,JUND mouse (TRRUST)
KAT2B human,KAT2B human (TRRUST)
KAT5 mouse,KAT5 mouse (TRRUST)
KCNIP3 mouse,KCNIP3 mouse (TRRUST)
KLF10 human,KLF10 human (TRRUST)
KLF2 human,KLF2 human (TRRUST)
KLF3 mouse,KLF3 mouse (TRRUST)
KLF4 human,KLF4 human (TRRUST)
KLF4 mouse,KLF4 mouse (TRRUST)
KLF5 human,KLF5 human (TRRUST)
KLF5 mouse,KLF5 mouse (TRRUST)
KLF6 human,KLF6 human (TRRUST)
KLF8 human,KLF8 human (TRRUST)
LDB1 mouse,LDB1 mouse (TRRUST)
LEF1 human,LEF1 human (TRRUST)
LEF1 mouse,LEF1 mouse (TRRUST)
LHX2 mouse,LHX2 mouse (TRRUST)
LMO2 human,LMO2 human (TRRUST)
LMX1B human,LMX1B human (TRRUST)
LMX1B mouse,LMX1B mouse (TRRUST)
MAF human,MAF human (TRRUST)
MAF mouse,MAF mouse (TRRUST)
MAFA mouse,MAFA mouse (TRRUST)
MAX mouse,MAX mouse (TRRUST)
MAZ human,MAZ human (TRRUST)
MBD1 human,MBD1 human (TRRUST)
MBD2 human,MBD2 human (TRRUST)
MECP2 human,MECP2 human (TRRUST)
MECP2 mouse,MECP2 mouse (TRRUST)
MEF2A human,MEF2A human (TRRUST)
MEF2A mouse,MEF2A mouse (TRRUST)
MEF2C human,MEF2C human (TRRUST)
MEF2C mouse,MEF2C mouse (TRRUST)
MEF2D human,MEF2D human (TRRUST)
MEIS1 mouse,MEIS1 mouse (TRRUST)
MEIS2 mouse,MEIS2 mouse (TRRUST)
MEN1 human,MEN1 human (TRRUST)
MEN1 mouse,MEN1 mouse (TRRUST)
MITF human,MITF human (TRRUST)
MITF mouse,MITF mouse (TRRUST)
MLXIPL mouse,MLXIPL mouse (TRRUST)
MSC human,MSC human (TRRUST)
MSX1 human,MSX1 human (TRRUST)
MSX1 mouse,MSX1 mouse (TRRUST)
MSX2 human,MSX2 human (TRRUST)
MSX2 mouse,MSX2 mouse (TRRUST)
MTA1 human,MTA1 human (TRRUST)
MTA1 mouse,MTA1 mouse (TRRUST)
MTF1 human,MTF1 human (TRRUST)
MTF1 mouse,MTF1 mouse (TRRUST)
MYB human,MYB human (TRRUST)
MYB mouse,MYB mouse (TRRUST)
MYBL2 human,MYBL2 human (TRRUST)
MYBL2 mouse,MYBL2 mouse (TRRUST)
MYC human,MYC human (TRRUST)
MYC mouse,MYC mouse (TRRUST)
MYCN human,MYCN human (TRRUST)
MYCN mouse,MYCN mouse (TRRUST)
MYF5 mouse,MYF5 mouse (TRRUST)
MYF6 mouse,MYF6 mouse (TRRUST)
MYOD1 mouse,MYOD1 mouse (TRRUST)
MYOG mouse,MYOG mouse (TRRUST)
MZF1 human,MZF1 human (TRRUST)
NANOG human,NANOG human (TRRUST)
NANOG mouse,NANOG mouse (TRRUST)
NCOA1 mouse,NCOA1 mouse (TRRUST)
NCOA3 human,NCOA3 human (TRRUST)
NCOA3 mouse,NCOA3 mouse (TRRUST)
NCOR1 human,NCOR1 human (TRRUST)
NEUROD1 mouse,NEUROD1 mouse (TRRUST)
NEUROG2 mouse,NEUROG2 mouse (TRRUST)
NEUROG3 mouse,NEUROG3 mouse (TRRUST)
NF1 human,NF1 human (TRRUST)
NFATC1 human,NFATC1 human (TRRUST)
NFATC1 mouse,NFATC1 mouse (TRRUST)
NFATC2 human,NFATC2 human (TRRUST)
NFATC2 mouse,NFATC2 mouse (TRRUST)
NFE2 mouse,NFE2 mouse (TRRUST)
NFE2L2 human,NFE2L2 human (TRRUST)
NFE2L2 mouse,NFE2L2 mouse (TRRUST)
NFIC human,NFIC human (TRRUST)
NFIC mouse,NFIC mouse (TRRUST)
NFIL3 human,NFIL3 human (TRRUST)
NFIL3 mouse,NFIL3 mouse (TRRUST)
NFKB1 human,NFKB1 human (TRRUST)
NFKB1 mouse,NFKB1 mouse (TRRUST)
NFKB2 human,NFKB2 human (TRRUST)
NFKB2 mouse,NFKB2 mouse (TRRUST)
NFKBIA human,NFKBIA human (TRRUST)
NFYA human,NFYA human (TRRUST)
NFYA mouse,NFYA mouse (TRRUST)
NFYB human,NFYB human (TRRUST)
NFYC human,NFYC human (TRRUST)
NKX2-1 human,NKX2-1 human (TRRUST)
NKX2-1 mouse,NKX2-1 mouse (TRRUST)
NKX2-5 human,NKX2-5 human (TRRUST)
NKX2-5 mouse,NKX2-5 mouse (TRRUST)
NKX3-1 human,NKX3-1 human (TRRUST)
NOTCH1 mouse,NOTCH1 mouse (TRRUST)
NPM1 human,NPM1 human (TRRUST)
NR0B1 human,NR0B1 human (TRRUST)
NR0B1 mouse,NR0B1 mouse (TRRUST)
NR0B2 human,NR0B2 human (TRRUST)
NR0B2 mouse,NR0B2 mouse (TRRUST)
NR1H3 mouse,NR1H3 mouse (TRRUST)
NR1H4 human,NR1H4 human (TRRUST)
NR1H4 mouse,NR1H4 mouse (TRRUST)
NR1I2 human,NR1I2 human (TRRUST)
NR1I2 mouse,NR1I2 mouse (TRRUST)
NR1I3 mouse,NR1I3 mouse (TRRUST)
NR2F1 human,NR2F1 human (TRRUST)
NR2F2 human,NR2F2 human (TRRUST)
NR2F2 mouse,NR2F2 mouse (TRRUST)
NR3C1 human,NR3C1 human (TRRUST)
NR3C1 mouse,NR3C1 mouse (TRRUST)
NR3C2 human,NR3C2 human (TRRUST)
NR3C2 mouse,NR3C2 mouse (TRRUST)
NR4A1 human,NR4A1 human (TRRUST)
NR4A1 mouse,NR4A1 mouse (TRRUST)
NR4A2 mouse,NR4A2 mouse (TRRUST)
NR5A1 human,NR5A1 human (TRRUST)
NR5A1 mouse,NR5A1 mouse (TRRUST)
NR5A2 human,NR5A2 human (TRRUST)
NR5A2 mouse,NR5A2 mouse (TRRUST)
NRF1 human,NRF1 human (TRRUST)
NRF1 mouse,NRF1 mouse (TRRUST)
NRL mouse,NRL mouse (TRRUST)
NUPR1 mouse,NUPR1 mouse (TRRUST)
ONECUT1 mouse,ONECUT1 mouse (TRRUST)
OTX2 human,OTX2 human (TRRUST)
OTX2 mouse,OTX2 mouse (TRRUST)
PARP1 human,PARP1 human (TRRUST)
PARP1 mouse,PARP1 mouse (TRRUST)
PAX2 human,PAX2 human (TRRUST)
PAX2 mouse,PAX2 mouse (TRRUST)
PAX3 human,PAX3 human (TRRUST)
PAX3 mouse,PAX3 mouse (TRRUST)
PAX5 human,PAX5 human (TRRUST)
PAX5 mouse,PAX5 mouse (TRRUST)
PAX6 human,PAX6 human (TRRUST)
PAX6 mouse,PAX6 mouse (TRRUST)
PAX7 mouse,PAX7 mouse (TRRUST)
PAX8 human,PAX8 human (TRRUST)
PBX1 mouse,PBX1 mouse (TRRUST)
PBX2 human,PBX2 human (TRRUST)
PDX1 mouse,PDX1 mouse (TRRUST)
PER1 mouse,PER1 mouse (TRRUST)
PGR human,PGR human (TRRUST)
PGR mouse,PGR mouse (TRRUST)
PIAS1 human,PIAS1 human (TRRUST)
PITX1 human,PITX1 human (TRRUST)
PITX1 mouse,PITX1 mouse (TRRUST)
PITX2 human,PITX2 human (TRRUST)
PITX2 mouse,PITX2 mouse (TRRUST)
PITX3 mouse,PITX3 mouse (TRRUST)
PLAG1 mouse,PLAG1 mouse (TRRUST)
PML human,PML human (TRRUST)
POU1F1 human,POU1F1 human (TRRUST)
POU1F1 mouse,POU1F1 mouse (TRRUST)
POU2AF1 mouse,POU2AF1 mouse (TRRUST)
POU2F1 human,POU2F1 human (TRRUST)
POU2F1 mouse,POU2F1 mouse (TRRUST)
POU2F2 human,POU2F2 human (TRRUST)
POU2F2 mouse,POU2F2 mouse (TRRUST)
POU3F1 mouse,POU3F1 mouse (TRRUST)
POU3F2 human,POU3F2 human (TRRUST)
POU4F1 mouse,POU4F1 mouse (TRRUST)
POU5F1 human,POU5F1 human (TRRUST)
POU5F1 mouse,POU5F1 mouse (TRRUST)
PPARA human,PPARA human (TRRUST)
PPARA mouse,PPARA mouse (TRRUST)
PPARD human,PPARD human (TRRUST)
PPARD mouse,PPARD mouse (TRRUST)
PPARG human,PPARG human (TRRUST)
PPARG mouse,PPARG mouse (TRRUST)
PPARGC1A human,PPARGC1A human (TRRUST)
PPARGC1A mouse,PPARGC1A mouse (TRRUST)
PRDM1 human,PRDM1 human (TRRUST)
PRDM1 mouse,PRDM1 mouse (TRRUST)
PROX1 human,PROX1 human (TRRUST)
PROX1 mouse,PROX1 mouse (TRRUST)
PTTG1 human,PTTG1 human (TRRUST)
RARA human,RARA human (TRRUST)
RARA mouse,RARA mouse (TRRUST)
RB1 human,RB1 human (TRRUST)
RB1 mouse,RB1 mouse (TRRUST)
RBL1 mouse,RBL1 mouse (TRRUST)
RBL2 mouse,RBL2 mouse (TRRUST)
RBMX human,RBMX human (TRRUST)
RBPJ mouse,RBPJ mouse (TRRUST)
REL human,REL human (TRRUST)
REL mouse,REL mouse (TRRUST)
RELA human,RELA human (TRRUST)
RELA mouse,RELA mouse (TRRUST)
RELB mouse,RELB mouse (TRRUST)
REST human,REST human (TRRUST)
REST mouse,REST mouse (TRRUST)
RFX1 human,RFX1 human (TRRUST)
RFX5 human,RFX5 human (TRRUST)
RFX5 mouse,RFX5 mouse (TRRUST)
RFXANK human,RFXANK human (TRRUST)
RFXANK mouse,RFXANK mouse (TRRUST)
RFXAP human,RFXAP human (TRRUST)
RFXAP mouse,RFXAP mouse (TRRUST)
RNF2 mouse,RNF2 mouse (TRRUST)
RORA mouse,RORA mouse (TRRUST)
RUNX1 human,RUNX1 human (TRRUST)
RUNX1 mouse,RUNX1 mouse (TRRUST)
RUNX2 human,RUNX2 human (TRRUST)
RUNX2 mouse,RUNX2 mouse (TRRUST)
RUNX3 human,RUNX3 human (TRRUST)
RUNX3 mouse,RUNX3 mouse (TRRUST)
RXRA human,RXRA human (TRRUST)
RXRA mouse,RXRA mouse (TRRUST)
SALL4 human,SALL4 human (TRRUST)
SATB1 human,SATB1 human (TRRUST)
SATB1 mouse,SATB1 mouse (TRRUST)
SF1 human,SF1 human (TRRUST)
SF1 mouse,SF1 mouse (TRRUST)
SFPQ human,SFPQ human (TRRUST)
SIN3A mouse,SIN3A mouse (TRRUST)
SIRT1 human,SIRT1 human (TRRUST)
SIRT1 mouse,SIRT1 mouse (TRRUST)
SIX1 mouse,SIX1 mouse (TRRUST)
SMAD1 mouse,SMAD1 mouse (TRRUST)
SMAD2 mouse,SMAD2 mouse (TRRUST)
SMAD3 human,SMAD3 human (TRRUST)
SMAD3 mouse,SMAD3 mouse (TRRUST)
SMAD4 human,SMAD4 human (TRRUST)
SMAD4 mouse,SMAD4 mouse (TRRUST)
SMAD5 mouse,SMAD5 mouse (TRRUST)
SMAD7 human,SMAD7 human (TRRUST)
SMAD7 mouse,SMAD7 mouse (TRRUST)
SMARCA4 human,SMARCA4 human (TRRUST)
SMARCA4 mouse,SMARCA4 mouse (TRRUST)
SNAI1 human,SNAI1 human (TRRUST)
SNAI1 mouse,SNAI1 mouse (TRRUST)
SNAI2 human,SNAI2 human (TRRUST)
SNAI2 mouse,SNAI2 mouse (TRRUST)
SOX10 human,SOX10 human (TRRUST)
SOX10 mouse,SOX10 mouse (TRRUST)
SOX17 human,SOX17 human (TRRUST)
SOX17 mouse,SOX17 mouse (TRRUST)
SOX2 human,SOX2 human (TRRUST)
SOX2 mouse,SOX2 mouse (TRRUST)
SOX4 human,SOX4 human (TRRUST)
SOX4 mouse,SOX4 mouse (TRRUST)
SOX5 mouse,SOX5 mouse (TRRUST)
SOX6 human,SOX6 human (TRRUST)
SOX9 human,SOX9 human (TRRUST)
SOX9 mouse,SOX9 mouse (TRRUST)
SP1 human,SP1 human (TRRUST)
SP1 mouse,SP1 mouse (TRRUST)
SP2 human,SP2 human (TRRUST)
SP2 mouse,SP2 mouse (TRRUST)
SP3 human,SP3 human (TRRUST)
SP3 mouse,SP3 mouse (TRRUST)
SP4 human,SP4 human (TRRUST)
SP4 mouse,SP4 mouse (TRRUST)
SP7 mouse,SP7 mouse (TRRUST)
SPDEF human,SPDEF human (TRRUST)
SPDEF mouse,SPDEF mouse (TRRUST)
SPI1 human,SPI1 human (TRRUST)
SPI1 mouse,SPI1 mouse (TRRUST)
SREBF1 human,SREBF1 human (TRRUST)
SREBF1 mouse,SREBF1 mouse (TRRUST)
SREBF2 human,SREBF2 human (TRRUST)
SREBF2 mouse,SREBF2 mouse (TRRUST)
SRF human,SRF human (TRRUST)
SRF mouse,SRF mouse (TRRUST)
SRY human,SRY human (TRRUST)
STAT1 human,STAT1 human (TRRUST)
STAT1 mouse,STAT1 mouse (TRRUST)
STAT2 human,STAT2 human (TRRUST)
STAT3 human,STAT3 human (TRRUST)
STAT3 mouse,STAT3 mouse (TRRUST)
STAT4 human,STAT4 human (TRRUST)
STAT4 mouse,STAT4 mouse (TRRUST)
STAT5A human,STAT5A human (TRRUST)
STAT5A mouse,STAT5A mouse (TRRUST)
STAT5B human,STAT5B human (TRRUST)
STAT6 human,STAT6 human (TRRUST)
STAT6 mouse,STAT6 mouse (TRRUST)
TAL1 human,TAL1 human (TRRUST)
TAL1 mouse,TAL1 mouse (TRRUST)
TBP human,TBP human (TRRUST)
TBP mouse,TBP mouse (TRRUST)
TBX1 mouse,TBX1 mouse (TRRUST)
TBX2 mouse,TBX2 mouse (TRRUST)
TBX21 human,TBX21 human (TRRUST)
TBX21 mouse,TBX21 mouse (TRRUST)
TBX3 mouse,TBX3 mouse (TRRUST)
TCF12 mouse,TCF12 mouse (TRRUST)
TCF21 mouse,TCF21 mouse (TRRUST)
TCF3 human,TCF3 human (TRRUST)
TCF3 mouse,TCF3 mouse (TRRUST)
TCF4 human,TCF4 human (TRRUST)
TCF4 mouse,TCF4 mouse (TRRUST)
TCF7L2 human,TCF7L2 human (TRRUST)
TFAP2A human,TFAP2A human (TRRUST)
TFAP2A mouse,TFAP2A mouse (TRRUST)
TFAP2C human,TFAP2C human (TRRUST)
TFAP2C mouse,TFAP2C mouse (TRRUST)
TFAP4 human,TFAP4 human (TRRUST)
TFCP2 human,TFCP2 human (TRRUST)
TFDP1 human,TFDP1 human (TRRUST)
TP53 human,TP53 human (TRRUST)
TP63 human,TP63 human (TRRUST)
TP73 human,TP73 human (TRRUST)
TRERF1 human,TRERF1 human (TRRUST)
TRP53 mouse,TRP53 mouse (TRRUST)
TRP63 mouse,TRP63 mouse (TRRUST)
TRP73 mouse,TRP73 mouse (TRRUST)
TWIST1 human,TWIST1 human (TRRUST)
TWIST1 mouse,TWIST1 mouse (TRRUST)
TWIST2 human,TWIST2 human (TRRUST)
TWIST2 mouse,TWIST2 mouse (TRRUST)
USF1 human,USF1 human (TRRUST)
USF1 mouse,USF1 mouse (TRRUST)
USF2 human,USF2 human (TRRUST)
USF2 mouse,USF2 mouse (TRRUST)
VDR human,VDR human (TRRUST)
VDR mouse,VDR mouse (TRRUST)
VHL human,VHL human (TRRUST)
WT1 human,WT1 human (TRRUST)
WT1 mouse,WT1 mouse (TRRUST)
WWTR1 human,WWTR1 human (TRRUST)
XBP1 human,XBP1 human (TRRUST)
XBP1 mouse,XBP1 mouse (TRRUST)
YBX1 human,YBX1 human (TRRUST)
YBX1 mouse,YBX1 mouse (TRRUST)
YY1 human,YY1 human (TRRUST)
YY1 mouse,YY1 mouse (TRRUST)
ZBTB16 human,ZBTB16 human (TRRUST)
ZBTB33 mouse,ZBTB33 mouse (TRRUST)
ZBTB7A human,ZBTB7A human (TRRUST)
ZBTB7A mouse,ZBTB7A mouse (TRRUST)
ZEB1 human,ZEB1 human (TRRUST)
ZEB1 mouse,ZEB1 mouse (TRRUST)
ZEB2 human,ZEB2 human (TRRUST)
ZFP148 mouse,ZFP148 mouse (TRRUST)
ZFP36 human,ZFP36 human (TRRUST)
ZNF148 human,ZNF148 human (TRRUST)
ZNF382 human,ZNF382 human (TRRUST)
